sensor,time,power,temperature,flag_missing_temperature,flag_bad_coordinates,flag_physical_outlier,flag_sensor_iqr_outlier,flag_rolling_spike,flag_row_outlier
N201,3802809600.0,0.0,-0.26883024,False,False,True,False,False,True
N201,3804537600.0,0.0,-0.7943045,False,False,True,False,False,True
N201,3806265600.0,0.0,-0.13156721,False,False,True,False,False,True
N201,3807993600.0,0.0,-0.32971883,False,False,True,False,False,True
N201,3812313600.0,0.0,-0.022549838,False,False,True,False,False,True
N201,3814041600.0,0.0,-0.23341122,False,False,True,False,False,True
N201,3816633600.0,0.0,-0.5759913,False,False,True,False,False,True
N201,3820089600.0,0.0,-0.65174186,False,False,True,False,False,True
N201,3821817600.0,0.0,-1.1873126,False,False,True,False,False,True
N201,3822681600.0,0.0,-0.042709354,False,False,True,False,False,True
N201,3825273600.0,0.0,-0.17391011,False,False,True,False,False,True
N201,3826137600.0,0.0,-0.6206096,False,False,True,False,False,True
N201,3827001600.0,0.0,-0.8199394,False,False,True,False,False,True
N201,3827865600.0,0.0,-0.33601663,False,False,True,False,False,True
N201,3829593600.0,450.74088,,True,False,False,False,False,True
N201,3832185600.0,0.0,-0.09940155,False,False,True,False,False,True
N201,3834777600.0,0.0,-0.5346042,False,False,True,False,False,True
N201,3836505600.0,0.0,-0.06787467,False,False,True,False,False,True
N201,3837369600.0,0.0,-0.88120157,False,False,True,False,False,True
N201,3843417600.0,0.0,-0.9673368,False,False,True,False,False,True
N201,3844281600.0,0.0,-0.43090367,False,False,True,False,False,True
N201,3845145600.0,0.0,-0.28790623,False,False,True,False,False,True
N201,3847737600.0,0.0,-0.37218118,False,False,True,False,False,True
N201,3852057600.0,0.0,-0.85649914,False,False,True,False,False,True
N201,3852921600.0,0.0,-0.2383045,False,False,True,False,False,True
N201,3853785600.0,0.0,-0.3856146,False,False,True,False,False,True
N201,3854649600.0,0.0,-1.4462944,False,False,True,False,False,True
N201,3855513600.0,448.895,-19.303066,False,False,True,False,False,True
N201,3855513600.0,0.0,-0.7413689,False,False,True,False,False,True
N201,3857241600.0,0.0,-0.7759703,False,False,True,False,False,True
N201,3858105600.0,0.0,-0.13253264,False,False,True,False,False,True
N201,3858969600.0,0.0,-0.057082437,False,False,True,False,False,True
N201,3860697600.0,448.5302,-49.52209,False,False,True,False,True,True
N201,3860697600.0,0.0,-0.053917263,False,False,True,False,False,True
N201,3864153600.0,0.0,-0.5569747,False,False,True,False,False,True
N201,3866745600.0,0.0,-0.70009977,False,False,True,False,False,True
N201,3868473600.0,0.0,-1.097679,False,False,True,False,False,True
N201,3871065600.0,0.0,-0.02205008,False,False,True,False,False,True
N201,3871929600.0,500.0,,True,False,False,False,False,True
N201,3874521600.0,0.0,-0.04618764,False,False,True,False,False,True
N201,3877113600.0,0.0,-0.07242495,False,False,True,False,False,True
N201,3877977600.0,0.0,-0.16449891,False,False,True,False,False,True
N201,3879705600.0,0.0,-0.76129967,False,False,True,False,False,True
N201,3881433600.0,0.0,-0.113062754,False,False,True,False,False,True
N201,3882297600.0,0.0,-0.0013739687,False,False,True,False,False,True
N201,3883161600.0,0.0,-0.20073724,False,False,True,False,False,True
N201,3885753600.0,500.0,,True,False,False,False,False,True
N201,3886617600.0,0.0,-0.713853,False,False,True,False,False,True
N201,3887481600.0,0.0,-0.09745241,False,False,True,False,False,True
N201,3889209600.0,0.0,-0.8568007,False,False,True,False,False,True
N201,3890937600.0,0.0,-0.24104285,False,False,True,False,False,True
N201,3892665600.0,0.0,-0.071793824,False,False,True,False,False,True
N201,3893529600.0,0.0,-0.5322112,False,False,True,False,False,True
N201,3894393600.0,0.0,-0.17106865,False,False,True,False,False,True
N201,3896985600.0,0.0,-0.7049173,False,False,True,False,False,True
N201,3898713600.0,0.0,-0.50065726,False,False,True,False,False,True
N201,3899577600.0,0.0,-0.17066553,False,False,True,False,False,True
N201,3901305600.0,0.0,-1.166249,False,False,True,False,False,True
N201,3902169600.0,0.0,-0.7343838,False,False,True,False,False,True
N201,3903897600.0,0.0,-0.30900303,False,False,True,False,False,True
N201,3904761600.0,0.0,-0.640759,False,False,True,False,False,True
N201,3905625600.0,0.0,-0.12994769,False,False,True,False,False,True
N201,3906489600.0,0.0,,True,False,False,False,False,True
N201,3907353600.0,0.0,-1.0073415,False,False,True,False,False,True
N201,3908217600.0,0.0,-0.080953375,False,False,True,False,False,True
N201,3909081600.0,0.0,-0.64386964,False,False,True,False,False,True
N201,3909945600.0,0.0,-0.27211198,False,False,True,False,False,True
N201,3910809600.0,0.0,-0.036433663,False,False,True,False,False,True
N201,3912537600.0,0.0,-0.46861503,False,False,True,False,False,True
N201,3916857600.0,0.0,-0.5631313,False,False,True,False,False,True
N201,3917721600.0,0.0,-0.20745996,False,False,True,False,False,True
N201,3918585600.0,0.0,-0.083657496,False,False,True,False,False,True
N201,3919449600.0,444.43332,,True,False,False,False,False,True
N201,3920313600.0,0.0,-0.29005072,False,False,True,False,False,True
N201,3921177600.0,0.0,-0.36682826,False,False,True,False,False,True
N201,3924633600.0,0.0,-0.3894073,False,False,True,False,False,True
N201,3926361600.0,0.0,-0.5626934,False,False,True,False,False,True
N201,3927225600.0,0.0,-0.28853765,False,False,True,False,False,True
N201,3928089600.0,0.0,-0.0044629225,False,False,True,False,False,True
N201,3929817600.0,0.0,-0.33579654,False,False,True,False,False,True
N201,3932409600.0,0.0,-0.2713051,False,False,True,False,False,True
N201,3937593600.0,0.0,-0.15060812,False,False,True,False,False,True
N201,3941049600.0,0.0,-0.04456902,False,False,True,False,False,True
N201,3943728000.0,0.0,-0.4063387,False,False,True,False,False,True
N201,3946320000.0,0.0,-0.34911373,False,False,True,False,False,True
N201,3948048000.0,0.0,-0.09582075,False,False,True,False,False,True
N201,3948912000.0,0.0,-0.19064543,False,False,True,False,False,True
N201,3951504000.0,0.0,-0.24563992,False,False,True,False,False,True
N201,3954960000.0,0.0,-0.18932301,False,False,True,False,False,True
N201,3955824000.0,0.0,-0.27391037,False,False,True,False,False,True
N201,3956688000.0,0.0,-1.1597596,False,False,True,False,False,True
N201,3958416000.0,0.0,-0.24305421,False,False,True,False,False,True
N201,3959280000.0,0.0,-0.09948598,False,False,True,False,False,True
N201,3960144000.0,0.0,-0.24313682,False,False,True,False,False,True
N201,3962736000.0,0.0,-0.81137216,False,False,True,False,False,True
N201,3964464000.0,441.36627,,True,False,False,False,False,True
N201,3964464000.0,0.0,-0.32530165,False,False,True,False,False,True
N201,3967056000.0,0.0,-0.521788,False,False,True,False,False,True
N201,3967920000.0,0.0,83.63653,False,False,False,False,True,True
N201,3968784000.0,0.0,-0.1280089,False,False,True,False,False,True
N201,3970512000.0,0.0,-0.7190916,False,False,True,False,False,True
N201,3971376000.0,0.0,-0.16832589,False,False,True,False,False,True
N201,3973968000.0,0.0,-0.9793434,False,False,True,False,False,True
N201,3976560000.0,0.0,-0.25344455,False,False,True,False,False,True
N201,3977424000.0,0.0,-1.4884338,False,False,True,False,False,True
N201,3979152000.0,0.0,-0.52272207,False,False,True,False,False,True
N201,3981744000.0,0.0,-0.37457407,False,False,True,False,False,True
N201,3983472000.0,0.0,-0.11241108,False,False,True,False,False,True
N201,3985200000.0,0.0,-0.44471112,False,False,True,False,False,True
N201,3987792000.0,0.0,-0.81531173,False,False,True,False,False,True
N201,3988656000.0,0.0,-0.12916148,False,False,True,False,False,True
N201,3990384000.0,0.0,-0.29540074,False,False,True,False,False,True
N201,3991248000.0,0.0,-0.2952413,False,False,True,False,False,True
N201,3992112000.0,0.0,-0.4794723,False,False,True,False,False,True
N201,3993840000.0,0.0,-0.6486193,False,False,True,False,False,True
N201,3994704000.0,0.0,-0.20680939,False,False,True,False,False,True
N201,3995568000.0,0.0,-0.52702403,False,False,True,False,False,True
N201,3997296000.0,0.0,-0.5746956,False,False,True,False,False,True
N201,3999024000.0,0.0,-1.5066551,False,False,True,False,False,True
N201,4001616000.0,500.0,,True,False,False,False,False,True
N201,4001616000.0,0.0,-0.12787889,False,False,True,False,False,True
N201,4003344000.0,0.0,-0.19076252,False,False,True,False,False,True
N201,4004208000.0,0.0,-0.43296862,False,False,True,False,False,True
N201,4005072000.0,0.0,-0.3659609,False,False,True,False,False,True
N201,4006800000.0,0.0,-0.38934115,False,False,True,False,False,True
N201,4007664000.0,0.0,-0.06990403,False,False,True,False,False,True
N201,4011984000.0,0.0,-0.079710975,False,False,True,False,False,True
N201,4012848000.0,0.0,-0.2619832,False,False,True,False,False,True
N201,4014576000.0,0.0,-0.52922904,False,False,True,False,False,True
N201,4015440000.0,0.0,-0.7830383,False,False,True,False,False,True
N201,4016304000.0,0.0,-0.48444656,False,False,True,False,False,True
N201,4017168000.0,0.0,-0.24669686,False,False,True,False,False,True
N201,4018896000.0,0.0,-0.055993572,False,False,True,False,False,True
N201,4019760000.0,0.0,-0.2959864,False,False,True,False,False,True
N201,4021488000.0,0.0,-0.60337925,False,False,True,False,False,True
N201,4022352000.0,0.0,-0.57518387,False,False,True,False,False,True
N201,4023216000.0,0.0,-0.3471222,False,False,True,False,False,True
N201,4024944000.0,0.0,-0.50664634,False,False,True,False,False,True
N201,4026672000.0,437.24112,,True,False,False,False,False,True
N201,4027536000.0,0.0,-0.83043396,False,False,True,False,False,True
N201,4030128000.0,0.0,-0.37772623,False,False,True,False,False,True
N201,4030992000.0,0.0,-0.16861223,False,False,True,False,False,True
N201,4035312000.0,0.0,-0.4714992,False,False,True,False,False,True
N201,4036176000.0,0.0,-0.7765696,False,False,True,False,False,True
N201,4037040000.0,0.0,-0.26393148,False,False,True,False,False,True
N201,4037904000.0,0.0,-0.12250259,False,False,True,False,False,True
N201,4038768000.0,0.0,-0.21122022,False,False,True,False,False,True
N201,4039632000.0,0.0,-0.43688515,False,False,True,False,False,True
N201,4042224000.0,0.0,-0.15339266,False,False,True,False,False,True
N201,4043952000.0,0.0,-0.22007707,False,False,True,False,False,True
N201,4045680000.0,0.0,-0.034650028,False,False,True,False,False,True
N201,4049136000.0,500.0,,True,False,False,False,False,True
N201,4051728000.0,435.60678,,True,False,False,False,False,True
N201,4051728000.0,0.0,-1.1374187,False,False,True,False,False,True
N201,4053456000.0,0.0,-0.40978462,False,False,True,False,False,True
N201,4054320000.0,0.0,-0.5636437,False,False,True,False,False,True
N201,4055184000.0,0.0,-0.029623907,False,False,True,False,False,True
N201,4057776000.0,0.0,-0.19932207,False,False,True,False,False,True
N201,4058640000.0,0.0,-1.3924906,False,False,True,False,False,True
N201,4059504000.0,0.0,-0.306718,False,False,True,False,False,True
N201,4060368000.0,0.0,-0.80914634,False,False,True,False,False,True
N201,4062960000.0,0.0,-0.098115675,False,False,True,False,False,True
N201,4063824000.0,0.0,-0.37371492,False,False,True,False,False,True
N201,4065552000.0,434.70966,,True,False,False,False,False,True
N201,4065552000.0,0.0,-0.5164038,False,False,True,False,False,True
N201,4066416000.0,0.0,-0.29315037,False,False,True,False,False,True
N201,4069008000.0,0.0,-0.12052884,False,False,True,False,False,True
N201,4070736000.0,0.0,-0.27497035,False,False,True,False,False,True
N201,4071600000.0,0.0,-0.11821729,False,False,True,False,False,True
N201,4073328000.0,0.0,-0.2049743,False,False,True,False,False,True
N201,4074192000.0,0.0,-0.032174777,False,False,True,False,False,True
N201,4079376000.0,0.0,,True,False,False,False,False,True
N201,4081968000.0,0.0,-0.6663361,False,False,True,False,False,True
N201,4083696000.0,0.0,-0.15638982,False,False,True,False,False,True
N201,4086288000.0,500.0,88.023476,False,False,False,False,True,True
N201,4089744000.0,0.0,-0.21585974,False,False,True,False,False,True
N201,4090608000.0,0.0,-0.337475,False,False,True,False,False,True
N201,4091472000.0,0.0,-0.33289167,False,False,True,False,False,True
N201,4093200000.0,0.0,-0.09465573,False,False,True,False,False,True
N201,4095792000.0,0.0,-0.19148503,False,False,True,False,False,True
N201,4096656000.0,0.0,-0.60047364,False,False,True,False,False,True
N201,4097520000.0,0.0,-0.35202274,False,False,True,False,False,True
N201,4098384000.0,0.0,-0.33047253,False,False,True,False,False,True
N201,4099248000.0,0.0,-0.8205681,False,False,True,False,False,True
N201,4100112000.0,0.0,-1.0643137,False,False,True,False,False,True
N201,4100976000.0,0.0,-0.40572748,False,False,True,False,False,True
N201,4101840000.0,0.0,-0.2441575,False,False,True,False,False,True
N201,4102704000.0,0.0,-0.861829,False,False,True,False,False,True
N201,4104432000.0,0.0,-0.16909437,False,False,True,False,False,True
N201,4107024000.0,0.0,-54.04479,False,False,True,False,True,True
N201,4107888000.0,0.0,-0.46956632,False,False,True,False,False,True
N201,4109616000.0,0.0,-0.2612188,False,False,True,False,False,True
N201,4110480000.0,0.0,-0.23307014,False,False,True,False,False,True
N201,4111344000.0,500.0,,True,False,False,False,False,True
N201,4111344000.0,0.0,-0.562263,False,False,True,False,False,True
N201,4113072000.0,0.0,-0.30184677,False,False,True,False,False,True
N201,4115664000.0,0.0,-0.84817386,False,False,True,False,False,True
N201,4116528000.0,0.0,-0.46281913,False,False,True,False,False,True
N201,4119984000.0,0.0,-0.20400211,False,False,True,False,False,True
N201,4120848000.0,0.0,-0.30640492,False,False,True,False,False,True
N201,4122576000.0,0.0,-0.26304007,False,False,True,False,False,True
N201,4123440000.0,0.0,-0.6391726,False,False,True,False,False,True
N201,4126896000.0,0.0,-0.49651706,False,False,True,False,False,True
N201,4132080000.0,0.0,-0.03592621,False,False,True,False,False,True
N201,4132944000.0,0.0,-0.5438798,False,False,True,False,False,True
N201,4133808000.0,0.0,-0.5552766,False,False,True,False,False,True
N201,4135536000.0,0.0,-0.5569583,False,False,True,False,False,True
N201,4136400000.0,0.0,-1.309622,False,False,True,False,False,True
N201,4138128000.0,0.0,-0.12573627,False,False,True,False,False,True
N201,4138992000.0,0.0,,True,False,False,False,False,True
N201,4143312000.0,0.0,-0.26578033,False,False,True,False,False,True
N201,4144176000.0,0.0,-0.021096405,False,False,True,False,False,True
N201,4145040000.0,0.0,-1.4672089,False,False,True,False,False,True
N201,4145904000.0,0.0,-0.1882957,False,False,True,False,False,True
N201,4152816000.0,0.0,-0.43820292,False,False,True,False,False,True
N201,4153680000.0,0.0,-0.1380594,False,False,True,False,False,True
N201,4154544000.0,0.0,-0.28004518,False,False,True,False,False,True
N201,4155408000.0,500.0,,True,False,False,False,False,True
N201,4156272000.0,0.0,-0.37476042,False,False,True,False,False,True
N201,4157136000.0,428.93646,,True,False,False,False,False,True
N201,4157136000.0,500.0,,True,False,False,False,False,True
N201,4157136000.0,0.0,-0.26777625,False,False,True,False,False,True
N201,4158864000.0,0.0,-0.15253879,False,False,True,False,False,True
N201,4159728000.0,0.0,-0.024535436,False,False,True,False,False,True
N201,4160592000.0,0.0,-86.57318,False,False,True,False,True,True
N201,4167504000.0,0.0,-0.55128026,False,False,True,False,False,True
N201,4169232000.0,0.0,-0.6945038,False,False,True,False,False,True
N201,4170096000.0,428.13666,-72.18319,False,False,True,False,True,True
N201,4170096000.0,0.0,-0.35370377,False,False,True,False,False,True
N201,4170960000.0,500.0,-34.39185,False,False,True,False,True,True
N201,4171824000.0,0.0,-96.2458,False,False,True,False,True,True
N201,4172688000.0,0.0,-0.17848493,False,False,True,False,False,True
N201,4173552000.0,0.0,-0.065972015,False,False,True,False,False,True
N201,4174416000.0,0.0,-0.45586002,False,False,True,False,False,True
N201,4175280000.0,0.0,,True,False,False,False,False,True
N201,4177008000.0,0.0,-0.35081157,False,False,True,False,False,True
N201,4177872000.0,0.0,-0.5641054,False,False,True,False,False,True
N201,4178736000.0,0.0,-0.5143324,False,False,True,False,False,True
N201,4181328000.0,0.0,,True,False,False,False,False,True
N201,4183920000.0,500.0,,True,False,False,False,False,True
N201,4183920000.0,0.0,-0.8532376,False,False,True,False,False,True
N201,4189104000.0,0.0,-0.048845906,False,False,True,False,False,True
N201,4191696000.0,0.0,-0.7754444,False,False,True,False,False,True
N201,4192560000.0,0.0,-0.20082185,False,False,True,False,False,True
N201,4193424000.0,0.0,-0.44367486,False,False,True,False,False,True
N201,4196016000.0,0.0,-0.29525998,False,False,True,False,False,True
N201,4198608000.0,0.0,-0.56646174,False,False,True,False,False,True
N201,4203792000.0,0.0,-0.06906642,False,False,True,False,False,True
N201,4204656000.0,0.0,-0.4216289,False,False,True,False,False,True
N201,4207248000.0,0.0,,True,False,False,False,False,True
N201,4208112000.0,0.0,-0.42921016,False,False,True,False,False,True
N201,4208976000.0,0.0,-0.37183267,False,False,True,False,False,True
N201,4211568000.0,0.0,-0.8740941,False,False,True,False,False,True
N201,4214160000.0,0.0,-0.04459589,False,False,True,False,False,True
N201,4215888000.0,0.0,,True,False,False,False,False,True
N201,4216752000.0,0.0,-0.1937799,False,False,True,False,False,True
N201,4217616000.0,0.0,-0.5745192,False,False,True,False,False,True
N201,4219344000.0,0.0,-0.114957176,False,False,True,False,False,True
N201,4221072000.0,0.0,-0.6273661,False,False,True,False,False,True
N201,4223664000.0,0.0,-0.61656857,False,False,True,False,False,True
N201,4224528000.0,0.0,-0.2534708,False,False,True,False,False,True
N201,4225392000.0,0.0,-0.10593491,False,False,True,False,False,True
N201,4227120000.0,0.0,-0.005854116,False,False,True,False,False,True
N201,4227984000.0,0.0,-0.52517915,False,False,True,False,False,True
N201,4229712000.0,0.0,-0.03255345,False,False,True,False,False,True
N201,4230576000.0,500.0,,True,False,False,False,False,True
N201,4230576000.0,0.0,-0.63546515,False,False,True,False,False,True
N201,4231440000.0,0.0,-0.24498862,False,False,True,False,False,True
N201,4234032000.0,0.0,-0.22211474,False,False,True,False,False,True
N201,4234896000.0,424.2057,-72.388535,False,False,True,False,True,True
N201,4237488000.0,0.0,-0.119891346,False,False,True,False,False,True
N201,4240944000.0,0.0,-0.022238787,False,False,True,False,False,True
N201,4241808000.0,0.0,-0.11559609,False,False,True,False,False,True
N201,4242672000.0,0.0,-0.17674287,False,False,True,False,False,True
N201,4243536000.0,0.0,-0.839651,False,False,True,False,False,True
N201,4244400000.0,0.0,,True,False,False,False,False,True
N201,4245264000.0,0.0,-0.09054062,False,False,True,False,False,True
N201,4246992000.0,423.4845,-19.711308,False,False,True,False,False,True
N201,4247856000.0,0.0,-0.2163994,False,False,True,False,False,True
N201,4248720000.0,0.0,-0.83468246,False,False,True,False,False,True
N201,4249584000.0,0.0,-0.060760275,False,False,True,False,False,True
N201,4251312000.0,0.0,-0.2481194,False,False,True,False,False,True
N201,4253040000.0,0.0,-0.01744801,False,False,True,False,False,True
N201,4253904000.0,500.0,93.08897,False,False,False,False,True,True
N201,4253904000.0,0.0,-0.11965134,False,False,True,False,False,True
N201,4258224000.0,0.0,,True,False,False,False,False,True
N201,4259952000.0,0.0,-0.7529349,False,False,True,False,False,True
N201,4262544000.0,0.0,-0.18366219,False,False,True,False,False,True
N201,4263408000.0,500.0,,True,False,False,False,False,True
N201,4264272000.0,0.0,-0.316599,False,False,True,False,False,True
N201,4266000000.0,0.0,-0.03292391,False,False,True,False,False,True
N201,4266864000.0,0.0,-0.51516014,False,False,True,False,False,True
N201,4268592000.0,0.0,-0.019626118,False,False,True,False,False,True
N201,4269456000.0,500.0,,True,False,False,False,False,True
N201,4269456000.0,0.0,-54.367733,False,False,True,False,True,True
N201,4271184000.0,0.0,-0.0048771477,False,False,True,False,False,True
N201,4272048000.0,0.0,-0.48991117,False,False,True,False,False,True
N201,4274640000.0,500.0,,True,False,False,False,False,True
N201,4278096000.0,0.0,-0.24150732,False,False,True,False,False,True
N201,4279824000.0,0.0,-0.38281554,False,False,True,False,False,True
N201,4280688000.0,0.0,-0.28942826,False,False,True,False,False,True
N201,4282416000.0,0.0,-0.5279064,False,False,True,False,False,True
N201,4283280000.0,0.0,-0.06579084,False,False,True,False,False,True
N201,4286736000.0,0.0,-0.037992693,False,False,True,False,False,True
N201,4287600000.0,0.0,-0.5741427,False,False,True,False,False,True
N201,4288464000.0,0.0,-0.53799355,False,False,True,False,False,True
N201,4289328000.0,0.0,-0.0992029,False,False,True,False,False,True
N201,4291056000.0,0.0,-0.760595,False,False,True,False,False,True
N201,4291920000.0,0.0,-0.4255778,False,False,True,False,False,True
N201,4292784000.0,0.0,-0.18226309,False,False,True,False,False,True
N201,4294512000.0,0.0,-0.29695433,False,False,True,False,False,True
N201,4295376000.0,0.0,-0.18127568,False,False,True,False,False,True
N201,4296240000.0,0.0,-0.46616435,False,False,True,False,False,True
N201,4298832000.0,0.0,-0.69530666,False,False,True,False,False,True
N201,4299696000.0,0.0,-0.022641998,False,False,True,False,False,True
N201,4300560000.0,0.0,-0.010101037,False,False,True,False,False,True
N201,4302288000.0,0.0,-0.6564086,False,False,True,False,False,True
N201,4303152000.0,0.0,-0.083908305,False,False,True,False,False,True
N201,4304016000.0,0.0,-0.4834236,False,False,True,False,False,True
N201,4305744000.0,0.0,-0.25642845,False,False,True,False,False,True
N201,4306608000.0,0.0,-0.5953962,False,False,True,False,False,True
N201,4307472000.0,0.0,-0.1944348,False,False,True,False,False,True
N201,4309200000.0,0.0,-0.31144628,False,False,True,False,False,True
N201,4310928000.0,0.0,-0.35970935,False,False,True,False,False,True
N201,4311792000.0,0.0,-0.105250664,False,False,True,False,False,True
N201,4313520000.0,0.0,-0.15383571,False,False,True,False,False,True
N201,4314384000.0,0.0,-0.16220029,False,False,True,False,False,True
N201,4315248000.0,0.0,-0.08313694,False,False,True,False,False,True
N201,4316112000.0,419.42984,,True,False,False,False,False,True
N201,4316976000.0,0.0,-0.25135937,False,False,True,False,False,True
N201,4320432000.0,0.0,-0.9229306,False,False,True,False,False,True
N201,4321296000.0,0.0,,True,False,False,False,False,True
N201,4323024000.0,0.0,-0.272231,False,False,True,False,False,True
N201,4325616000.0,0.0,-0.24390459,False,False,True,False,False,True
N201,4328208000.0,0.0,-0.56941044,False,False,True,False,False,True
N201,4329072000.0,0.0,-0.6387967,False,False,True,False,False,True
N201,4329936000.0,418.63385,,True,False,False,False,False,True
N201,4329936000.0,0.0,-1.1781626,False,False,True,False,False,True
N201,4330800000.0,0.0,-0.73780346,False,False,True,False,False,True
N201,4335984000.0,0.0,-0.19860373,False,False,True,False,False,True
N201,4336848000.0,0.0,-0.39208776,False,False,True,False,False,True
N201,4338576000.0,0.0,-0.026198003,False,False,True,False,False,True
N201,4342896000.0,0.0,-0.19945551,False,False,True,False,False,True
N201,4343760000.0,417.84137,,True,False,False,False,False,True
N201,4345488000.0,0.0,-0.27057236,False,False,True,False,False,True
N201,4347216000.0,417.64325,,True,False,False,False,False,True
N201,4348944000.0,0.0,-0.61188436,False,False,True,False,False,True
N201,4349808000.0,500.0,-5.6885633,False,False,True,False,False,True
N201,4353264000.0,500.0,99.33752,False,False,False,False,True,True
N201,4354992000.0,0.0,-0.8258047,False,False,True,False,False,True
N201,4361904000.0,0.0,-0.3313399,False,False,True,False,False,True
N201,4362768000.0,0.0,-0.49504593,False,False,True,False,False,True
N201,4363632000.0,0.0,-0.044530015,False,False,True,False,False,True
N201,4366224000.0,0.0,-0.40723485,False,False,True,False,False,True
N201,4368816000.0,0.0,-0.693063,False,False,True,False,False,True
N201,4369680000.0,0.0,-0.17394273,False,False,True,False,False,True
N201,4371408000.0,0.0,-0.14284065,False,False,True,False,False,True
N201,4373136000.0,0.0,-0.15932292,False,False,True,False,False,True
N201,4374864000.0,0.0,-0.33212978,False,False,True,False,False,True
N201,4378320000.0,0.0,-0.19550246,False,False,True,False,False,True
N201,4380912000.0,0.0,-0.011416195,False,False,True,False,False,True
N201,4383504000.0,415.58472,,True,False,False,False,False,True
N201,4385232000.0,0.0,-63.8158,False,False,True,False,True,True
N201,4386960000.0,0.0,-0.42278817,False,False,True,False,False,True
N201,4387824000.0,0.0,-0.20511977,False,False,True,False,False,True
N201,4389552000.0,0.0,-0.6924035,False,False,True,False,False,True
N201,4390416000.0,0.0,-0.21961738,False,False,True,False,False,True
N201,4399056000.0,0.0,-0.0037954007,False,False,True,False,False,True
N201,4400784000.0,0.0,-0.0572081,False,False,True,False,False,True
N201,4402512000.0,0.0,-0.21861665,False,False,True,False,False,True
N201,4407696000.0,0.0,-0.24968423,False,False,True,False,False,True
N201,4408560000.0,0.0,-0.6669306,False,False,True,False,False,True
N201,4409424000.0,0.0,-0.021763159,False,False,True,False,False,True
N201,4410288000.0,0.0,-0.41942903,False,False,True,False,False,True
N201,4411152000.0,0.0,-0.53896827,False,False,True,False,False,True
N201,4412016000.0,413.99756,,True,False,False,False,False,True
N201,4413744000.0,0.0,-0.23094073,False,False,True,False,False,True
N201,4415472000.0,0.0,-0.95834285,False,False,True,False,False,True
N201,4416336000.0,0.0,,True,False,False,False,False,True
N201,4417200000.0,0.0,-0.15793216,False,False,True,False,False,True
N201,4418928000.0,0.0,-0.87205434,False,False,True,False,False,True
N201,4419792000.0,0.0,-0.29355898,False,False,True,False,False,True
N201,4421520000.0,0.0,-0.502068,False,False,True,False,False,True
N201,4422384000.0,0.0,-0.18493071,False,False,True,False,False,True
N201,4423248000.0,0.0,-0.19021317,False,False,True,False,False,True
N201,4424976000.0,0.0,-0.023421722,False,False,True,False,False,True
N201,4427568000.0,0.0,-0.24915078,False,False,True,False,False,True
N201,4428432000.0,0.0,-0.84150976,False,False,True,False,False,True
N201,4429296000.0,0.0,,True,False,False,False,False,True
N201,4431024000.0,0.0,-0.6334434,False,False,True,False,False,True
N201,4431888000.0,0.0,-0.61451393,False,False,True,False,False,True
N201,4432752000.0,0.0,-0.52969694,False,False,True,False,False,True
N201,4434480000.0,0.0,-0.2994383,False,False,True,False,False,True
N201,4436208000.0,412.72647,,True,False,False,False,False,True
N201,4437936000.0,0.0,-0.033338595,False,False,True,False,False,True
N201,4438800000.0,0.0,-0.061538193,False,False,True,False,False,True
N201,4443984000.0,0.0,-0.47989637,False,False,True,False,False,True
N201,4444848000.0,0.0,-0.48192143,False,False,True,False,False,True
N201,4445712000.0,0.0,-0.558311,False,False,True,False,False,True
N201,4446576000.0,0.0,-0.79477715,False,False,True,False,False,True
N201,4448304000.0,0.0,-0.8874984,False,False,True,False,False,True
N201,4450896000.0,0.0,-0.4193245,False,False,True,False,False,True
N201,4452624000.0,0.0,-0.08883722,False,False,True,False,False,True
N201,4453488000.0,0.0,-0.006117888,False,False,True,False,False,True
N201,4454352000.0,0.0,-0.34222984,False,False,True,False,False,True
N201,4456080000.0,0.0,-0.3373799,False,False,True,False,False,True
N201,4456944000.0,0.0,-0.4959908,False,False,True,False,False,True
N201,4457808000.0,0.0,-0.34242672,False,False,True,False,False,True
N201,4459536000.0,0.0,-0.6029762,False,False,True,False,False,True
N201,4460400000.0,0.0,-0.65265983,False,False,True,False,False,True
N201,4462128000.0,0.0,-0.3290115,False,False,True,False,False,True
N201,4462992000.0,411.33115,,True,False,False,False,False,True
N201,4463856000.0,500.0,,True,False,False,False,False,True
N201,4464720000.0,0.0,78.589516,False,False,False,False,True,True
N201,4465584000.0,0.0,-0.45939893,False,False,True,False,False,True
N201,4468176000.0,0.0,-0.5204977,False,False,True,False,False,True
N201,4469904000.0,0.0,-0.10102529,False,False,True,False,False,True
N201,4470768000.0,0.0,-0.047242653,False,False,True,False,False,True
N201,4471632000.0,0.0,-0.24532792,False,False,True,False,False,True
N201,4472496000.0,0.0,-0.6395978,False,False,True,False,False,True
N201,4474224000.0,410.746,,True,False,False,False,False,True
N201,4475088000.0,0.0,,True,False,False,False,False,True
N201,4476816000.0,0.0,-0.06141836,False,False,True,False,False,True
N201,4478544000.0,0.0,-0.42896107,False,False,True,False,False,True
N201,4479408000.0,0.0,-0.15130949,False,False,True,False,False,True
N201,4481136000.0,0.0,-0.04292902,False,False,True,False,False,True
N201,4482864000.0,0.0,-0.22711895,False,False,True,False,False,True
N201,4483728000.0,0.0,-0.21722482,False,False,True,False,False,True
N201,4484592000.0,0.0,-0.083026566,False,False,True,False,False,True
N201,4485456000.0,0.0,-0.23723282,False,False,True,False,False,True
