sensor,n_rows,n_missing,n_physical_outliers,n_iqr_outliers,n_rolling_spikes,n_total_bad,temp_mean,temp_median,temp_std,temp_min,temp_max,time_min,time_max,bad_fraction,possible_failed_sensor,temperature_slope_degC_per_year,drift_slope_robust_z,possible_drift_sensor
N910,27384,420,109,0,166,610,28.983484,23.596489,26.16312,-98.764595,169.25616,0.0,249.82888432580424,0.022275781478235467,False,-0.2709802724663885,1.880113642787634,False
N895,27384,400,101,0,202,608,27.413023,22.94387,22.361324,-92.73248,165.77884,0.0,249.82888432580424,0.022202746129126497,False,-0.22870835877478288,1.4453797757781905,False
N904,27384,440,83,0,154,603,28.699907,23.450447,25.425945,-96.578384,172.73863,0.0,249.82888432580424,0.022020157756354075,False,-0.2626914522908302,1.7948695520148537,False
N209,27384,399,100,0,197,602,26.692299,22.489305,20.862741,-94.942024,156.2803,0.0,249.82888432580424,0.02198364008179959,False,-0.2120384608312976,1.2739427964047392,False
N906,27384,394,104,0,193,601,27.757256,23.0615,23.345854,-96.671196,162.02634,0.0,249.82888432580424,0.021947122407245105,False,-0.2384345130500322,1.545405733676785,False
N418,27384,377,99,121,220,597,18.127481,17.832134,6.3088527,-82.31617,118.77796,0.0,249.82888432580424,0.02180105170902717,False,-0.01430203451348586,0.7596230811401097,False
N234,27384,382,104,43,214,596,22.255333,20.066586,11.320362,-88.037254,139.34999,0.0,249.82888432580424,0.021764534034472684,False,-0.09870441005236479,0.1083899303003089,False
N922,27384,400,86,0,182,596,27.317892,22.670025,23.157423,-95.662155,162.06514,0.0,249.82888432580424,0.021764534034472684,False,-0.23869340146598875,1.548068200368353,False
N928,27384,417,0,0,177,594,26.707094,22.50538,19.90848,2.5127733,64.692726,0.0,249.82888432580424,0.021691498685363717,False,-0.21226527270861065,1.2762753807591483,False
N196,27384,414,93,1,158,590,48.80327,45.137947,22.165417,-78.15338,186.7141,0.0,249.82888432580424,0.021545427987145777,False,-0.15084188655001843,0.6445834638909098,False
N905,27384,421,86,0,157,589,35.71944,30.234035,22.299063,-82.4289,169.0573,0.0,249.82888432580424,0.021508910312591296,False,-0.20408402423691493,1.1921375815808808,False
N924,27384,422,94,0,139,587,28.313738,23.383175,24.625206,-97.376945,166.98438,0.0,249.82888432580424,0.021435874963482326,False,-0.2543803641730231,1.7093964527161107,False
N908,27384,390,96,0,179,583,27.602272,22.978125,22.800798,-96.22158,165.91179,0.0,249.82888432580424,0.02128980426526439,False,-0.23372296563031164,1.4969511204241985,False
N401,27384,378,87,113,200,578,17.327509,17.250906,5.8918686,-82.25725,117.645386,0.0,249.82888432580424,0.021107215892491968,False,-0.0033570640950787633,0.8721836183566435,False
N439,27384,388,89,81,190,578,20.407164,19.192513,8.099556,-80.76607,121.888054,0.0,249.82888432580424,0.021107215892491968,False,-0.056398545667303866,0.3266930932758595,False
N909,27384,392,93,0,167,576,28.73086,23.55352,25.48225,-91.08044,171.77486,0.0,249.82888432580424,0.021034180543382998,False,-0.2633450869570672,1.8015916779194843,False
N912,27384,390,98,0,161,568,28.884016,23.580936,25.992823,-97.59741,160.59958,0.0,249.82888432580424,0.02074203914694712,False,-0.2682040439548292,1.8515622844238484,False
N897,27384,419,0,0,145,564,26.73962,22.561897,19.97541,2.52376,64.63674,0.0,249.82888432580424,0.020595968448729185,False,-0.21297042608395278,1.2835273366543487,False
N211,27384,350,114,0,201,557,26.465088,22.4069,20.499367,-91.46168,157.55565,0.0,249.82888432580424,0.020340344726847794,False,-0.2073671062636287,1.2259015354816927,False
N917,27384,363,102,0,160,550,29.0828,23.69073,26.413229,-97.56292,167.85204,0.0,249.82888432580424,0.020084721004966402,False,-0.272625189007355,1.8970303344231054,False
N500,27384,407,0,0,89,496,23.88817,20.938234,13.228713,6.448517,49.726505,0.0,249.82888432580424,0.018112766579024248,False,-0.1395774266898352,0.5287372254046081,False
N174,27384,383,0,0,98,481,23.931868,20.993769,13.324144,6.3862786,50.038177,0.0,249.82888432580424,0.017565001460706983,False,-0.14073515140553564,0.5406435267436176,False
N369,27384,439,0,0,23,462,23.588278,20.795723,12.595833,7.202248,48.274498,0.0,249.82888432580424,0.01687116564417178,False,-0.13250033863377256,0.4559548602572877,False
N597,27384,455,0,0,0,455,21.578884,19.747616,8.167313,9.3258095,38.042877,0.0,249.82888432580424,0.016615541922290387,False,-0.08289641257152974,0.054183070880937614,False
N580,27384,454,0,0,0,454,30.194862,31.206009,5.7180495,15.38612,41.57629,0.0,249.82888432580424,0.016579024247735902,False,0.07521671192195857,1.6802540015104517,False
N753,27384,448,0,0,0,448,29.751225,28.942093,4.685441,15.490081,41.347897,0.0,249.82888432580424,0.016359918200409,False,0.004836759887250105,0.956450746914391,False
N208,27384,391,0,0,53,444,26.771097,22.530632,20.04023,2.5343652,64.90121,0.0,249.82888432580424,0.01621384750219106,False,-0.21336159791363155,1.2875502357220854,False
N53,27384,440,0,0,0,440,19.899017,18.929642,4.867704,11.96683,30.372492,0.0,249.82888432580424,0.016067776803973123,False,-0.04616462642679644,0.4319410202693239,False
N694,27384,439,0,0,0,439,19.535091,18.71725,4.205297,12.076498,29.071558,0.0,249.82888432580424,0.016031259129418638,False,-0.038996499114780904,0.5056596535988421,False
N419,27384,434,0,0,0,434,20.588078,19.263813,6.168377,11.053986,33.91878,0.0,249.82888432580424,0.015848670756646217,False,-0.06057411210203271,0.28375062901063325,False
N495,27384,432,0,0,0,432,22.241743,20.077942,9.587542,8.367503,41.09348,0.0,249.82888432580424,0.015775635407537247,False,-0.09889800541747287,0.11038090857308241,False
N717,27384,432,0,0,0,432,20.191591,19.083195,5.3890195,11.485045,31.792143,0.0,249.82888432580424,0.015775635407537247,False,-0.051891352008512436,0.37304608649357474,False
N899,27384,432,0,0,0,432,27.989113,23.135931,23.010023,1.1920065,71.14471,0.0,249.82888432580424,0.015775635407537247,False,-0.245053594412066,1.6134778549807824,False
N96,27384,431,0,0,0,431,16.997625,16.998062,0.5011995,14.956888,19.138594,0.0,249.82888432580424,0.015739117732982765,False,-3.044275049362935e-05,0.9063953403940783,False
N504,27384,428,0,0,0,428,18.739153,18.250206,2.82587,13.262235,25.62756,0.0,249.82888432580424,0.01562956470931931,False,-0.024576886746930596,0.6539541900417853,False
N68,27384,428,0,0,0,428,18.78751,18.281733,2.8898351,13.375265,25.873222,0.0,249.82888432580424,0.01562956470931931,False,-0.025198661446373206,0.6475597192007123,False
N327,27384,426,0,0,0,426,19.521076,18.706282,4.1838813,12.4237385,29.045687,0.0,249.82888432580424,0.015556529360210342,False,-0.038783402528726425,0.5078511868134922,False
N644,27384,399,0,0,27,426,23.532513,20.767418,12.412166,6.999359,47.68981,0.0,249.82888432580424,0.015556529360210342,False,-0.13050562833174542,0.4354408109173347,False
N598,27384,425,0,0,0,425,20.3505,19.160845,5.710442,11.094383,32.2698,0.0,249.82888432580424,0.015520011685655857,False,-0.05544549541214652,0.3364944764330447,False
N673,27384,425,0,0,0,425,18.845034,18.311121,3.0104854,13.3644495,25.934525,0.0,249.82888432580424,0.015520011685655857,False,-0.026463832828250752,0.634548412182868,False
N925,27384,425,0,0,0,425,27.397957,22.860485,21.529985,2.0734751,67.811264,0.0,249.82888432580424,0.015520011685655857,False,-0.22924557620151867,1.4509046406105128,False
N689,27384,423,0,0,0,423,17.49751,17.425219,0.91908807,14.74288,20.917267,0.0,249.82888432580424,0.015446976336546889,False,-0.0063196764403498085,0.8417154467307784,False
N915,27384,419,0,0,2,421,27.165697,22.756582,20.992382,2.177796,66.646904,0.0,249.82888432580424,0.01537394098743792,False,-0.22357859790649431,1.392624161367773,False
N102,27384,419,0,0,0,419,17.238297,17.227474,0.61880493,15.090989,19.90148,0.0,249.82888432580424,0.01530090563832895,False,-0.002907200238391577,0.8768101194294878,False
N12,27384,419,0,0,0,419,27.620308,22.938202,22.13885,1.5114529,68.97955,0.0,249.82888432580424,0.01530090563832895,False,-0.23569562540282002,1.5172383971595982,False
N775,27384,403,0,0,15,418,23.438913,20.686817,12.208647,7.057735,47.298965,0.0,249.82888432580424,0.015264387963774467,False,-0.12820302131382835,0.41176028250773605,False
N205,27384,378,0,0,39,417,26.857658,22.592773,20.252798,2.7566774,65.242355,0.0,249.82888432580424,0.015227870289219982,False,-0.21559409114343825,1.3105096981667443,False
N301,27384,417,0,0,0,417,39.071346,37.753574,7.5585194,16.206392,57.379337,0.0,249.82888432580424,0.015227870289219982,False,0.007956478172107071,0.9885346313547887,False
N126,27384,416,0,0,0,416,18.777363,18.269146,2.8894827,13.257278,25.740746,0.0,249.82888432580424,0.015191352614665497,False,-0.025183713441119547,0.6477134478484243,False
N582,27384,416,0,0,0,416,19.262491,18.55796,3.7145007,12.567241,27.725166,0.0,249.82888432580424,0.015191352614665497,False,-0.03377361000231211,0.5593730198161839,False
N697,27384,416,0,0,0,416,21.240341,19.604849,7.456106,10.265287,36.331707,0.0,249.82888432580424,0.015191352614665497,False,-0.07500436818526579,0.13534663020500987,False
N706,27384,408,0,0,8,416,23.29504,20.633823,11.925805,7.389327,46.61893,0.0,249.82888432580424,0.015191352614665497,False,-0.12500262720445712,0.3788467097447058,False
N892,27384,416,0,0,0,416,28.042015,23.174242,23.132696,0.977847,71.26554,0.0,249.82888432580424,0.015191352614665497,False,-0.24625119226542275,1.6257942206345897,False
N3,27384,415,0,0,0,415,17.000349,16.999763,0.5010066,14.881579,19.118944,0.0,249.82888432580424,0.015154834940111014,False,1.722099847678973e-05,0.9068855251076743,False
N76,27384,415,0,0,0,415,18.23906,17.946722,2.0127933,13.686764,23.517101,0.0,249.82888432580424,0.015154834940111014,False,-0.0166599072065651,0.7353741880983484,False
N866,27384,414,0,0,0,414,20.180023,19.05551,5.3906827,11.28147,31.926037,0.0,249.82888432580424,0.015118317265556529,False,-0.05194306371515542,0.3725142716729217,False
N441,27384,413,0,0,0,413,35.58132,37.239647,6.7794924,15.870781,50.07443,0.0,249.82888432580424,0.015081799591002046,False,0.08052473566362936,1.7348429114005834,False
N723,27384,413,0,0,0,413,17.554255,17.47617,0.9985179,14.623532,20.787815,0.0,249.82888432580424,0.015081799591002046,False,-0.007094478534489439,0.8337472077480416,False
N589,27384,411,0,0,0,411,39.834488,39.58666,7.0947576,16.081362,54.748962,0.0,249.82888432580424,0.015008764241893076,False,0.03983073594042798,1.3163366665020553,False
N316,27384,410,0,0,0,410,21.208185,19.356487,11.517175,5.134745,43.06237,0.0,249.82888432580424,0.014972246567338593,False,-0.12552426449995657,0.3842113450035504,False
N300,27384,408,0,0,0,408,18.993422,18.410158,3.2542565,12.887631,26.864182,0.0,249.82888432580424,0.014899211218229623,False,-0.029007145231147256,0.6083924154614837,False
N425,27384,408,0,0,0,408,19.940277,18.943378,4.9348483,11.854842,31.048532,0.0,249.82888432580424,0.014899211218229623,False,-0.046861571628991634,0.42477347907271695,False
N764,27384,408,0,0,0,408,21.276588,19.615274,7.5486436,9.881952,36.582806,0.0,249.82888432580424,0.014899211218229623,False,-0.07605809027313917,0.12450991527990754,False
N283,27384,407,0,0,0,407,19.195824,18.523218,3.598838,12.692416,27.530174,0.0,249.82888432580424,0.01486269354367514,False,-0.03257140887596553,0.5717367265646566,False
N312,27384,407,0,0,0,407,21.350584,21.26224,1.8068646,15.672901,26.272951,0.0,249.82888432580424,0.01486269354367514,False,0.0052263819950475595,0.9604577082937807,False
N410,27384,407,0,0,0,407,20.415792,19.169537,5.8386416,11.143927,32.961197,0.0,249.82888432580424,0.01486269354367514,False,-0.05679398734772931,0.3226262821027897,False
N436,27384,407,0,0,0,407,10.66916,11.110111,4.817412,0.22367588,18.728466,0.0,249.82888432580424,0.01486269354367514,False,-0.06530955235031007,0.2350502965358681,False
N641,27384,407,0,0,0,407,21.328613,19.644165,7.6506433,9.989663,36.72413,0.0,249.82888432580424,0.01486269354367514,False,-0.07718156582346825,0.11295584005993213,False
N920,27384,407,0,0,0,407,28.771046,23.497936,24.938154,0.053858556,75.182976,0.0,249.82888432580424,0.01486269354367514,False,-0.2652735645528792,1.821424575213531,False
N674,27384,403,0,0,0,403,17.04542,17.041882,0.507032,14.631433,19.274443,0.0,249.82888432580424,0.014716622845457201,False,-0.0005988134000097958,0.9005500888125797,False
N790,27384,402,0,0,0,402,21.618,19.802004,8.255884,9.383377,38.31176,0.0,249.82888432580424,0.014680105170902716,False,-0.083996872697123,0.04286569146492467,False
N896,27384,402,0,0,0,402,28.117085,23.182747,23.281515,0.8613794,71.725174,0.0,249.82888432580424,0.014680105170902716,False,-0.24777504238743714,1.641465837990718,False
N702,27384,401,0,0,0,401,20.943039,19.4614,6.8834777,9.9421425,35.06197,0.0,249.82888432580424,0.014643587496348233,False,-0.06861022326955417,0.20110545450867717,False
N576,27384,400,0,0,0,400,21.220736,19.567448,7.460211,10.044288,36.40288,0.0,249.82888432580424,0.014607069821793748,False,-0.07492395015613297,0.1361736673019637,False
N890,27384,396,0,0,0,396,31.864357,26.198404,20.01516,7.1082826,71.6467,0.0,249.82888432580424,0.014460999123575811,False,-0.19833590480849136,1.133022628674291,False
N838,27384,395,0,0,0,395,18.725485,18.747297,1.0812932,15.267212,21.911045,0.0,249.82888432580424,0.014424481449021326,False,0.013265242303373762,1.043131155578032,False
N28,27384,392,0,0,0,392,22.52011,20.228966,10.1808195,8.318467,42.748474,0.0,249.82888432580424,0.014314928425357873,False,-0.10555470124280109,0.17883986547678227,False
N82,27384,392,0,0,0,392,17.858715,17.685513,1.4231896,14.153072,22.18962,0.0,249.82888432580424,0.014314928425357873,False,-0.01105933091178593,0.7929717742373044,False
N745,27384,390,0,0,0,390,17.272451,17.258602,0.6525375,14.654485,19.886028,0.0,249.82888432580424,0.014241893076248905,False,-0.003396691513540301,0.8717760810733052,False
N894,27384,389,0,0,0,389,45.632034,42.913475,16.30339,15.766087,83.5754,0.0,249.82888432580424,0.01420537540169442,False,-0.10081361251542162,0.13008144277263461,False
N251,27384,384,0,0,0,384,22.579845,20.242168,10.314828,8.378155,42.982693,0.0,249.82888432580424,0.014022787028921999,False,-0.10712695663352888,0.19500929350230525,False
N900,27384,379,0,0,0,379,27.25362,22.786474,21.230783,1.9650139,67.406235,0.0,249.82888432580424,0.013840198656149577,False,-0.22625197352484158,1.4201177574469979,False
N269,27384,378,0,0,0,378,21.030748,19.490936,7.0516033,10.480186,35.542267,0.0,249.82888432580424,0.013803680981595092,False,-0.07034640111577382,0.18325021108606673,False
